movie_id,tomatometer,audience_score
78132,51%,55%
78145,,
78130,,11%
78174,16%,43%
78192,,82%
78184,,49%
78181,50%,52%
78209,72%,62%
78207,40%,32%
78218,,66%
78264,,
78247,,49%
78222,0%,74%
78249,,
78251,,65%
78224,,66%
78235,,
78329,,
78308,,55%
78313,,71%
78316,42%,62%
78340,,76%
78349,63%,56%
78366,,54%
78405,60%,64%
78410,,42%
78416,100%,75%
78420,,61%
78422,64%,53%
78459,,56%
78438,,73%
78463,,44%
78442,,25%
78465,,79%
78483,,87%
78467,12%,20%
78519,,66%
78488,,26%
78499,98%,89%
78517,92%,82%
78528,33%,74%
78559,,72%
78612,26%,65%
78620,70%,56%
78640,29%,25%
78642,,6%
78679,40%,22%
78698,13%,55%
78703,64%,63%
78713,,
78721,100%,82%
78717,71%,44%
78727,,54%
78690,,43%
78739,,65%
78742,80%,77%
78729,80%,67%
78748,91%,58%
78746,94%,84%
78832,,
78774,78%,50%
78765,100%,66%
78776,20%,47%
78836,72%,72%
78772,48%,60%
78838,,37%
78860,80%,73%
78858,,59%
78893,5%,30%
78885,33%,52%
78905,92%,62%
78913,,55%
78944,100%,91%
78921,100%,77%
78955,83%,62%
78934,80%,53%
78959,,67%
78976,,78%
78982,100%,56%
79003,88%,60%
78991,20%,31%
79029,74%,78%
79022,38%,28%
79035,100%,77%
79038,,74%
79060,83%,47%
79065,,59%
79073,61%,
79067,,
79094,,83%
79106,29%,48%
79083,,55%
79109,100%,48%
79124,,
79111,,67%
79104,8%,29%
79134,11%,62%
79163,,44%
79139,40%,53%
79136,,21%
79191,,68%
79185,52%,49%
79132,87%,91%
79195,,79%
79166,0%,11%
79213,67%,57%
79197,,71%
79203,85%,61%
79207,64%,33%
79228,38%,63%
79230,66%,59%
79226,35%,30%
79232,,71%
79236,,82%
79244,57%,36%
79249,,22%
79247,,24%
79259,42%,44%
79278,,
79293,,
79285,,
79321,,50%
79318,90%,80%
79363,,
79339,,
79357,68%,76%
79388,,63%
79397,,71%
79428,42%,42%
79430,64%,72%
79395,13%,19%
79402,79%,69%
79473,87%,88%
79471,36%,68%
79477,100%,84%
79498,42%,41%
79515,,46%
79507,,86%
79519,,82%
79525,53%,72%
79547,,21%
79551,96%,67%
79570,,58%
79572,70%,71%
79588,28%,60%
79592,78%,60%
79596,86%,83%
79599,40%,25%
79636,10%,26%
79617,17%,21%
79610,,51%
79627,,60%
79644,,33%
79653,,
79642,,38%
79656,,63%
79667,80%,77%
79681,67%,33%
79686,,
79684,,20%
79663,,53%
79702,82%,84%
79741,,
79709,,52%
79723,76%,54%
79767,20%,16%
79765,92%,75%
79760,,83%
79739,52%,48%
79769,13%,65%
79771,83%,48%
79794,20%,41%
79800,56%,15%
79796,61%,43%
79842,,
79860,,
79832,40%,19%
79863,,
79855,,55%
79868,,
79870,78%,63%
79897,85%,75%
79910,60%,56%
79925,,57%
79916,84%,60%
79920,83%,67%
79946,63%,47%
79953,67%,62%
79974,40%,46%
79977,,66%
79980,79%,60%
80004,,63%
79996,,14%
80044,,
80026,0%,31%
80033,,55%
80022,,38%
80054,71%,78%
80100,,79%
80094,72%,35%
80102,,45%
80107,83%,65%
80126,66%,39%
80122,100%,54%
80141,,77%
80183,,
80154,,37%
80181,,
80185,98%,85%
80179,100%,72%
80191,75%,36%
80189,,18%
80210,52%,76%
80208,95%,80%
80222,47%,64%
80243,,73%
80219,73%,63%
80258,44%,54%
80267,,50%
80281,,
80285,,
80283,,68%
80288,100%,57%
80290,,25%
80295,,
80311,,
80321,,38%
80313,,0%
80337,100%,93%
80350,4%,29%
80352,,53%
80358,,
80361,,49%
80363,22%,48%
80408,,
80376,57%,63%
80421,75%,66%
80419,,87%
80400,,81%
80424,80%,58%
80430,,62%
80432,,84%
80444,,29%
80447,,42%
80442,,
80449,,83%
80456,,37%
80476,,57%
80472,,
80498,50%,36%
80549,85%,77%
80494,100%,74%
80553,63%,58%
80551,36%,42%
80560,,85%
80557,,10%
80568,75%,61%
80570,43%,62%
80582,86%,69%
80574,,58%
80588,88%,86%
80586,54%,78%
80599,,100%
80590,55%,44%
80611,,54%
80622,20%,60%
80619,55%,40%
80639,89%,77%
80641,,44%
80695,82%,67%
80701,,73%
80680,,76%
80693,57%,66%
80655,,
80659,,42%
80661,,27%
80715,70%,74%
80727,40%,56%
80719,,91%
80725,,23%
80729,66%,57%
80733,63%,36%
80746,,90%
80777,,80%
80761,75%,74%
80775,65%,42%
80763,25%,28%
80781,,
80789,,72%
80797,,65%
80810,80%,74%
80808,86%,84%
80792,,70%
80816,50%,65%
80820,,33%
80818,,39%
80831,88%,76%
80834,,80%
80839,63%,76%
80848,,55%
80846,50%,43%
80862,80%,71%
80858,19%,43%
80880,50%,21%
80899,56%,78%
80903,,34%
80864,46%,33%
80906,98%,91%
80939,,
80947,56%,52%
80954,,79%
80967,93%,68%
80969,,60%
80980,,
80986,,64%
80984,,36%
81051,71%,53%
81072,,
81069,58%,49%
81029,,67%
81083,60%,41%
81087,80%,67%
81090,75%,71%
81111,86%,72%
81104,88%,91%
81109,,80%
81123,,
81142,13%,33%
81164,,60%
81156,65%,69%
81158,96%,88%
81132,69%,46%
81162,,68%
81130,,66%
81180,17%,14%
81193,,55%
81191,90%,84%
81200,,65%
81225,,
81195,56%,47%
81216,,56%
81198,,29%
81248,,
81250,,
81316,,
81312,,
81270,10%,26%
81276,52%,69%
81281,11%,27%
81347,44%,58%
81359,,
81389,40%,30%
81405,,
81396,,0%
81417,58%,48%
81427,,23%
81445,79%,60%
81443,100%,77%
81451,,12%
81497,80%,49%
81516,,
81518,,38%
81537,40%,52%
81512,47%,38%
81520,,76%
81546,,65%
81564,73%,72%
81548,,60%
81562,93%,85%
81574,80%,35%
81587,71%,51%
81589,,57%
81585,,80%
81583,67%,31%
81610,,52%
81615,,34%
81613,,47%
81639,68%,48%
81658,,73%
81690,,
81646,86%,65%
81676,,
81684,100%,70%
81681,78%,66%
81679,,40%
81688,74%,62%
81698,65%,43%
81702,84%,63%
81704,,
81711,,63%
81744,,11%
81758,,
81768,63%,76%
81755,,89%
81788,51%,66%
81804,33%,56%
81819,66%,74%
81847,89%,87%
81834,77%,85%
81857,100%,88%
81823,95%,72%
81859,100%,59%
81930,,55%
81908,,76%
81910,85%,87%
81906,,57%
81952,,44%
81957,27%,69%
81985,,82%
81993,,22%
82005,42%,37%
82007,,62%
82026,75%,50%
82045,40%,50%
82051,89%,75%
82068,,53%
82053,40%,34%
82066,91%,67%
82097,80%,49%
82070,,83%
82093,38%,30%
82123,,
82143,,
82139,,
82131,89%,75%
82150,67%,65%
82106,33%,81%
82141,54%,54%
82167,49%,53%
82152,21%,48%
82169,50%,58%
82173,80%,54%
82175,93%,58%
82182,,82%
82202,20%,42%
82194,,49%
82269,82%,56%
82271,79%,83%
82298,,67%
82280,75%,95%
82283,50%,54%
82300,,67%
82311,,73%
82353,,43%
82326,,70%
82358,,0%
82356,,89%
82313,,
82360,89%,59%
82368,,0%
82378,35%,37%
82366,42%,35%
82380,81%,66%
82438,,
82420,100%,86%
82449,,50%
82395,36%,74%
82447,64%,57%
82465,50%,17%
82454,50%,54%
82463,93%,74%
82476,,67%
82469,,33%
82499,31%,24%
82467,11%,48%
82531,100%,52%
82527,78%,78%
82581,50%,23%
82589,78%,76%
82536,,63%
82584,,
82591,32%,48%
82593,14%,50%
82608,25%,61%
82602,84%,82%
82597,17%,70%
82676,,54%
82680,,90%
82682,71%,52%
82684,59%,44%
82744,53%,90%
82732,,73%
82722,80%,71%
82767,87%,72%
82840,100%,79%
82857,97%,65%
82850,,74%
82902,,58%
82909,,29%
82915,,
82848,50%,73%
82852,9%,34%
82911,,70%
82928,,28%
82980,,65%
83049,,51%
82906,,83%
82982,,59%
83059,86%,64%
83089,63%,50%
83082,56%,76%
83071,,24%
83056,,69%
83096,9%,51%
83086,37%,64%
83138,,36%
83180,79%,72%
83177,13%,34%
83219,86%,92%
83189,,69%
83225,,75%
83222,82%,65%
83227,,84%
83246,,53%
83250,60%,56%
83264,,69%
83270,80%,75%
83293,100%,90%
83295,,24%
83308,,82%
83320,42%,41%
83337,,76%
83351,,83%
83343,,55%
83349,44%,43%
83357,,50%
83385,81%,56%
83411,,89%
83424,50%,71%
83381,,29%
83437,,76%
83439,40%,52%
83389,,
83430,,45%
83446,,81%
83448,,43%
83457,,90%
83464,,65%
83535,,77%
83560,100%,93%
83577,100%,72%
83529,100%,92%
83581,67%,62%
83590,,21%
83583,80%,76%
83654,,
83601,79%,54%
83607,40%,71%
83662,,
83664,,57%
83660,14%,24%
83767,,56%
83763,,75%
83777,,39%
83798,44%,49%
83807,,82%
83809,,
83821,33%,36%
83825,,
83819,,38%
83831,,64%
83827,98%,87%
83833,,76%
83837,,86%
83897,47%,71%
83912,21%,59%
83920,80%,72%
83918,,32%
83916,,61%
83910,,
83956,,41%
83923,40%,34%
83962,,79%
83969,,56%
83972,84%,35%
83974,,41%
83986,,49%
84017,,74%
84019,52%,74%
84090,86%,72%
84096,,86%
84092,,77%
84098,,49%
84103,38%,73%
84120,83%,75%
84125,40%,49%
84148,63%,48%
84152,69%,74%
84158,100%,62%
84156,88%,77%
84160,,70%
84122,100%,84%
84189,53%,40%
84223,83%,68%
84236,91%,90%
84238,,70%
84232,,35%
84242,54%,58%
84260,,
84258,80%,75%
84250,75%,51%
84252,,70%
84293,,55%
84291,,46%
84300,67%,56%
84312,,24%
84387,33%,22%
84334,,17%
84374,,
84395,75%,71%
84392,83%,82%
84407,,75%
84444,91%,71%
84467,,
84455,73%,52%
84479,75%,44%
84485,100%,76%
84475,71%,85%
84502,,
84555,,
84551,,
84613,30%,37%
84557,20%,41%
84619,,70%
84570,22%,53%
84615,86%,59%
84639,,77%
84643,,39%
84648,,
84646,,26%
84621,,20%
84665,,53%
84660,,33%
84669,,55%
84680,,52%
84682,,53%
84686,100%,36%
84671,,
84689,,25%
84691,,53%
84714,86%,50%
84696,33%,35%
84732,48%,21%
84766,,64%
84768,,80%
84740,,12%
84764,,25%
84772,70%,62%
84777,,66%
84792,,47%
84794,50%,54%
84775,,79%
84799,67%,44%
84805,90%,78%
84838,100%,97%
84859,,23%
84852,,42%
84871,20%,37%
84855,50%,72%
84944,88%,69%
84894,,60%
84942,47%,37%
84948,,62%
84972,,84%
84963,,59%
84950,28%,42%
84954,71%,67%
84989,,82%
84987,,89%
84961,,34%
85007,42%,60%
85016,91%,61%
85010,,52%
85056,33%,57%
85025,,74%
85022,33%,40%
85072,60%,65%
85131,36%,48%
85014,89%,62%
85108,,83%
85143,,58%
85175,100%,76%
85207,,
85209,,27%
85215,,14%
85226,,44%
85259,,
85275,,67%
85270,,66%
85261,37%,40%
85293,,31%
85305,52%,33%
85278,39%,38%
85307,84%,65%
85316,,86%
85367,19%,59%
85334,14%,45%
85387,94%,71%
85392,33%,36%
85378,,
85369,33%,52%
85372,83%,61%
85394,96%,73%
85399,5%,58%
85414,92%,82%
85453,,61%
85476,,65%
85503,,
85450,,36%
85510,,45%
85527,74%,53%
85538,82%,76%
85542,,42%
85540,77%,46%
85547,60%,69%
85585,,
85565,77%,53%
85555,30%,21%
85618,,
85609,,27%
85616,57%,47%
85576,50%,38%
85728,,60%
85734,,40%
85790,86%,54%
85770,34%,55%
85763,86%,77%
85774,93%,95%
85788,66%,62%
85792,,64%
85874,,64%
85863,86%,
85883,,82%
85861,,47%
85796,66%,57%
85966,,
85889,,
85896,,43%
85910,85%,68%
85981,48%,41%
85987,95%,54%
85994,,16%
85985,,57%
85997,,4%
86000,87%,86%
86059,,86%
86064,67%,31%
86091,,
86151,100%,86%
86148,50%,54%
86190,71%,66%
86263,80%,73%
86279,100%,80%
86233,,53%
86295,60%,55%
86290,83%,85%
86298,72%,71%
86286,,71%
86308,40%,67%
86312,86%,45%
86318,,
86316,,22%
86330,29%,75%
86337,100%,69%
86332,77%,76%
86343,,38%
86345,,93%
86377,,96%
86372,,
86347,,
86368,,52%
86380,86%,43%
86382,67%,75%
86412,60%,68%
86418,80%,81%
86440,,
86436,83%,71%
86453,,62%
86449,81%,95%
86463,,13%
86502,81%,78%
86539,81%,72%
86548,60%,70%
86553,80%,50%
86574,,96%
86572,60%,58%
86593,73%,77%
86620,,
86604,90%,69%
86635,,
86628,62%,67%
86642,78%,52%
86655,67%,55%
86657,100%,42%
86646,78%,58%
86653,,58%
86651,80%,41%
86675,100%,52%
86671,88%,62%
86673,33%,38%
86689,,47%
86721,93%,76%
86781,93%,92%
86762,78%,52%
86787,,67%
86791,,
86789,53%,48%
86785,,47%
86802,80%,44%
86815,45%,75%
86833,,64%
86844,,65%
86839,,46%
86846,29%,58%
86854,,
86860,,50%
86856,,56%
86880,33%,54%
86898,,
86882,93%,83%
86894,,25%
86896,,67%
86902,100%,75%
86900,,45%
86906,80%,57%
86927,,75%
86947,80%,47%
86929,,60%
86943,85%,62%
86931,,58%
86973,74%,75%
86970,,
86990,,41%
86988,,
86977,22%,55%
86975,56%,100%
86985,84%,76%
87028,,
87016,71%,44%
87012,81%,88%
87042,92%,72%
87049,85%,69%
87063,,
87057,,77%
87053,100%,57%
87006,,39%
87081,,35%
87069,,63%
87105,,31%
87173,14%,19%
87175,,69%
87188,,19%
87190,,
87186,,81%
87197,76%,71%
87210,27%,61%
87205,,
87218,100%,69%
87220,80%,67%
87192,90%,75%
87207,79%,91%
87227,80%,54%
87216,,32%
87262,,
87256,,27%
87260,60%,67%
87229,60%,61%
87234,88%,82%
87270,,
87276,,79%
87290,,64%
87287,75%,71%
87298,73%,53%
87306,81%,75%
87304,85%,77%
87325,60%,
87330,,
87327,100%,91%
87334,67%,18%
87383,,74%
87387,82%,89%
87410,,
87413,,92%
87417,88%,97%
87420,,
87430,26%,45%
87444,24%,19%
87483,47%,53%
87473,50%,45%
87485,44%,36%
87507,,64%
87509,,64%
87520,35%,55%
87514,,82%
87511,100%,84%
87518,,39%
87469,61%,60%
87516,,11%
87527,,46%
87547,,33%
87529,27%,34%
87522,37%,41%
87556,,6%
87560,,44%
87564,,42%
87566,,71%
87595,,57%
87598,,54%
87568,21%,41%
87633,67%,50%
87647,,61%
87644,,40%
87660,77%,76%
87691,,61%
87685,33%,54%
87719,,
87745,,
87761,80%,81%
87794,,41%
87792,76%,52%
87785,28%,62%
87763,,
87843,,41%
87860,,82%
87869,69%,70%
87882,,37%
87874,,33%
87867,14%,41%
87876,39%,49%
87880,,78%
87928,,
87919,80%,74%
87948,,82%
87930,78%,75%
87915,43%,53%
87923,,84%
87954,56%,37%
87966,,50%
87977,,75%
87964,60%,57%
87979,,33%
87971,81%,66%
87984,,97%
87992,63%,42%
88001,29%,29%
88005,100%,82%
88042,,18%
88024,88%,79%
88059,,33%
88022,,86%
88065,17%,26%
88073,,
88069,88%,82%
88067,,71%
88106,83%,78%
88099,57%,75%
88125,96%,89%
88110,48%,27%
88129,,69%
88094,100%,80%
88140,80%,74%
88138,21%,47%
88127,82%,68%
88114,,58%
88160,,
88158,,40%
88175,,33%
88173,,
88185,,
88179,42%,
88166,,54%
88205,,83%
88210,,55%
88237,63%,52%
88248,75%,34%
88213,,58%
88274,71%,20%
88284,,59%
88282,,
88270,25%,22%
88310,,
88313,,66%
88321,90%,59%
88329,,
88374,,
88376,,
88341,100%,85%
88380,7%,29%
88400,31%,53%
88405,69%,65%
88378,,63%
88411,,47%
88419,,
88423,76%,29%
88417,,
88425,79%,48%
88471,,17%
88468,18%,41%
88485,,39%
88483,,44%
88491,,50%
88488,,17%
88493,,31%
88520,91%,59%
88513,,45%
88570,,87%
88511,,0%
88574,,90%
88576,,
88572,0%,36%
88591,,64%
88595,,66%
88589,,56%
88642,,46%
88697,,
88672,70%,51%
88744,81%,77%
88706,,70%
88704,85%,79%
88742,,
88692,18%,45%
88746,87%,60%
88748,83%,56%
88754,,33%
88750,,
88759,70%,30%
88764,,
88756,13%,48%
88766,,71%
88814,,
88812,45%,40%
88818,,32%
88816,43%,25%
88833,,57%
88835,60%,64%
88839,,63%
88886,,
88857,,44%
88894,,68%
88889,50%,87%
88925,,
88934,73%,75%
88932,62%,52%
88957,100%,78%
88961,,4%
88855,,
88971,,36%
88973,,42%
89002,22%,37%
89010,,75%
89018,,
88989,,100%
89000,88%,73%
89021,40%,76%
89039,66%,66%
89054,100%,82%
88950,0%,36%
89028,71%,57%
89047,55%,61%
89072,74%,62%
89069,63%,73%
89090,99%,92%
89102,66%,51%
89112,,
89114,,
89087,27%,67%
89110,,36%
89116,67%,59%
89126,,17%
89139,,50%
89162,97%,78%
89206,14%,24%
89170,50%,55%
89203,72%,62%
89217,5%,42%
89219,,50%
89246,,91%
89270,,57%
89260,97%,84%
89281,18%,26%
89268,,
89315,,
89302,93%,64%
89300,,
89325,,44%
89329,,82%
89327,13%,28%
89343,60%,54%
89373,,
89386,68%,89%
89375,33%,40%
89388,17%,32%
89377,,4%
89398,,54%
89403,,90%
89406,,36%
89408,,40%
89470,,
89492,94%,86%
89476,,22%
89427,18%,22%
89478,20%,69%
89474,,42%
89501,88%,77%
89516,,35%
89519,,
89521,,64%
89527,,42%
89532,80%,80%
89554,92%,86%
89539,,53%
89570,,
89580,94%,71%
89584,82%,71%
89590,87%,80%
89588,,57%
89610,89%,60%
89607,,50%
89632,,70%
89658,,19%
89650,42%,41%
89674,,16%
89670,91%,70%
89720,44%,29%
89718,,32%
89732,,10%
89753,83%,65%
89767,96%,67%
89763,71%,75%
89765,,69%
89769,,35%
89778,82%,71%
89794,83%,50%
89800,,79%
89804,84%,73%
89819,,
89802,,70%
89829,,62%
89831,,50%
89833,,38%
89837,78%,58%
89846,88%,86%
89844,57%,34%
89848,,48%
89850,64%,65%
89862,73%,63%
89872,,16%
89881,,
89877,13%,11%
89883,,50%
89898,75%,83%
89904,95%,87%
89924,56%,38%
89936,,0%
89930,,
89912,100%,65%
89945,,55%
89977,,59%
90015,50%,57%
89997,86%,68%
90049,,
90057,92%,81%
90106,,43%
90108,100%,42%
90114,,29%
90104,79%,80%
90116,100%,63%
90127,,
90154,,40%
90170,,77%
90172,,56%
90167,,65%
90196,,83%
90208,70%,68%
90211,,86%
90237,77%,73%
90247,40%,78%
90249,60%,73%
90256,27%,37%
90268,,66%
90270,100%,
90266,90%,89%
90310,0%,27%
90319,,
90321,62%,70%
90327,,38%
90341,100%,89%
90353,70%,56%
90357,83%,85%
90371,60%,37%
90380,,83%
90374,90%,71%
90376,75%,78%
90405,36%,51%
90426,38%,35%
90428,74%,48%
90430,70%,66%
90458,,43%
90413,69%,70%
90434,,45%
90460,,30%
90466,,
90469,66%,51%
90474,87%,78%
90471,52%,54%
90497,,
90439,87%,74%
90478,,58%
90522,38%,45%
90531,67%,88%
90528,67%,58%
90524,,44%
90554,,78%
90545,86%,35%
90549,100%,51%
90559,86%,67%
90556,,84%
90578,,9%
90592,100%,94%
90594,,81%
90576,23%,44%
90596,17%,19%
90598,,44%
90624,27%,62%
90630,,80%
90645,20%,33%
90649,53%,44%
90632,,33%
90651,,9%
90662,,39%
90666,,25%
90690,,50%
90673,,80%
90702,71%,75%
90730,67%,50%
90700,59%,44%
90717,68%,48%
90719,43%,44%
90748,,37%
90744,,38%
90769,72%,70%
90775,,
90777,45%,52%
90809,,
90819,,31%
90863,86%,93%
90817,100%,38%
90849,,20%
90868,,
90873,,54%
90866,93%,78%
90886,,
90878,100%,69%
90895,100%,72%
90914,54%,64%
90929,83%,62%
90953,,68%
91026,,
91007,,42%
90960,,17%
91010,46%,44%
90958,,67%
91012,67%,31%
91031,100%,67%
91044,,86%
91069,,54%
91073,,77%
91075,,35%
91077,90%,67%
91048,,50%
91079,72%,61%
91108,,43%
91126,74%,74%
91110,,71%
91134,83%,71%
91161,,
91137,,50%
91169,88%,70%
91199,,13%
91208,,
91223,,
91213,80%,
91218,,31%
91216,50%,47%
91241,57%,70%
91266,,74%
91250,42%,31%
91243,4%,36%
91253,,54%
91273,17%,49%
91284,,77%
91302,,100%
91304,38%,36%
91298,60%,61%
91286,,80%
91333,,91%
91323,,23%
91325,46%,61%
91339,,55%
91371,,
91360,95%,79%
91391,,27%
91362,,67%
91337,28%,61%
91395,43%,43%
91414,92%,76%
91416,87%,63%
91421,60%,33%
91423,,35%
91444,90%,
91446,83%,60%
91386,45%,60%
91488,80%,91%
91483,45%,39%
91492,,74%
91474,,33%
91500,84%,81%
91540,16%,43%
91542,59%,77%
91554,,50%
91591,43%,57%
91573,,
91595,,74%
91571,,
91615,90%,32%
91605,33%,55%
91624,,38%
91626,0%,34%
91622,80%,49%
91653,64%,71%
91658,85%,87%
91655,,45%
91662,38%,29%
91673,56%,47%
91683,,
91671,12%,51%
91688,23%,23%
91690,67%,49%
91694,,48%
91692,,45%
91709,,65%
91711,89%,46%
91697,,68%
91707,57%,47%
91718,,12%
91715,83%,44%
91727,,46%
91745,83%,75%
91729,,20%
91743,81%,72%
91755,,82%
91770,,70%
91782,,14%
91789,17%,34%
91784,,
91799,,42%
91805,67%,38%
91823,,
91834,,
91829,73%,53%
91826,16%,26%
91844,94%,92%
91854,,80%
91862,39%,58%
91869,95%,87%
91866,4%,15%
91871,,
91896,,
91906,,
91886,81%,80%
91914,88%,73%
91931,60%,57%
91919,71%,65%
91935,52%,39%
91960,,18%
91947,,19%
91937,22%,34%
91954,,42%
91957,20%,33%
91972,,
91991,20%,6%
91978,32%,52%
91997,,
92001,,77%
91995,,25%
91974,26%,62%
92006,47%,71%
92025,,22%
92023,,48%
92029,,74%
92027,,
92048,,
92046,,91%
92032,,21%
92062,,54%
92079,,
92064,,
92083,,92%
92087,,33%
92094,,74%
92102,,64%
92106,,31%
92099,,25%
92104,,71%
92122,74%,31%
92128,,22%
92156,,69%
92159,86%,81%
92161,62%,39%
92163,96%,81%
92167,88%,73%
92169,,83%
92182,,80%
92196,,83%
92192,23%,23%
92222,,87%
92198,28%,39%
92234,40%,58%
92259,75%,93%
92252,100%,86%
92268,,0%
92264,2%,42%
92257,60%,24%
92270,,66%
92314,,
92343,,14%
92325,,43%
92321,,44%
92335,75%,64%
92352,88%,85%
92371,,
92357,97%,91%
92380,,
92391,67%,49%
92416,,48%
92399,22%,27%
92420,85%,71%
92374,,
92424,,
92448,3%,25%
92455,85%,82%
92471,,63%
92477,,
92483,,74%
92481,47%,84%
92479,,31%
92511,,12%
92514,,14%
92516,,4%
92522,,50%
92520,,29%
92593,,87%
92633,,62%
92613,25%,30%
92639,,
92635,,67%
92643,97%,86%
92646,,43%
92652,,31%
92648,80%,
92665,57%,53%
92674,56%,52%
92676,56%,34%
92683,,61%
92681,45%,59%
92691,,
92694,58%,59%
92719,36%,47%
92738,84%,64%
92756,88%,43%
92758,,52%
92787,71%,43%
92760,,15%
92793,,57%
92789,77%,78%
92804,57%,71%
92836,93%,67%
92829,44%,22%
92845,,9%
92847,,
92904,100%,86%
92910,,61%
92927,,17%
92925,,
92935,,85%
92938,18%,31%
92946,,80%
92951,,83%
92948,,
92954,73%,86%
92956,,79%
93002,,
92966,14%,48%
93024,,
93029,91%,48%
93022,,35%
93037,,
93070,,
93061,25%,79%
93063,90%,71%
93142,20%,26%
93136,,68%
93172,,
93185,,77%
93183,50%,44%
93187,,
93196,,43%
93242,,
93272,54%,63%
93265,36%,86%
93267,,82%
93263,,25%
93297,27%,72%
93295,,43%
93320,57%,78%
93326,26%,56%
93351,,40%
93363,52%,60%
93404,,
93391,,
93367,,60%
93408,,
93393,66%,42%
93418,,88%
93432,59%,79%
93439,,
93443,81%,71%
93420,,87%
93467,,89%
93422,65%,80%
93492,,67%
93500,50%,64%
93510,,86%
93498,67%,76%
93512,77%,62%
93516,53%,64%
93533,,
93535,,81%
93520,,79%
93544,,33%
93522,,
93547,,
93574,65%,81%
93583,,27%
93628,,
93618,77%,44%
93563,,25%
93656,,
93652,,80%
93659,,32%
93693,42%,35%
93721,99%,92%
93717,,78%
93723,75%,39%
93729,,76%
93700,92%,84%
93766,,45%
93803,45%,19%
93792,,27%
93782,,89%
93785,,48%
93801,9%,36%
93740,67%,64%
93805,40%,37%
93821,,60%
93838,86%,87%
93855,66%,68%
93900,,56%
93905,,7%
93928,,12%
93921,17%,47%
93916,83%,
93923,38%,25%
93948,,29%
93946,26%,30%
93980,51%,47%
94015,,29%
94011,80%,45%
94018,34%,54%
94044,67%,57%
94101,91%,82%
94083,31%,52%
94068,83%,61%
94112,77%,84%
94103,100%,66%
94074,90%,94%
94184,40%,25%
94188,,84%
94218,,
94264,86%,70%
94262,,26%
94204,43%,50%
94291,,39%
94280,80%,68%
94306,,32%
94310,85%,83%
94301,18%,14%
94299,,34%
94323,54%,79%
94350,,30%
94365,,17%
94352,67%,75%
94401,88%,75%
94425,,27%
94427,,82%
94433,,54%
94444,,30%
94471,59%,40%
94475,82%,76%
94482,78%,80%
94486,,31%
94539,86%,52%
94537,,83%
94478,35%,46%
94494,47%,45%
94666,,
94647,,9%
94573,,93%
94558,58%,52%
94649,,14%
94663,,76%
94677,57%,44%
94672,,30%
94679,,68%
94725,,20%
94739,98%,77%
94752,,85%
94727,,26%
94733,68%,39%
94780,49%,52%
94786,,
94799,75%,66%
